"","iso3c","year","iso2c","country","Gini","GDPperCapPPP","CO2emissions","PopulationDens","UrbanPop","region","capital","longitude","latitude","income","lending","EPI"
"55","ARG",2008,"AR","Argentina",46.27,17770.1775228821,4.68297374117983,14.7557304627123,90.622,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",48.61
"56","ARG",2009,"AR","Argentina",45.27,16656.5194492696,4.41097270862527,14.9080242921193,90.795,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",48.82
"57","ARG",2010,"AR","Argentina",44.5,18414.0863704533,4.55861174166042,15.063041484421,90.966,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.2
"58","ARG",2011,"AR","Argentina",43.57,19742.396097348,4.60043017969054,15.2211671764065,91.133,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.49
"59","ARG",2012,"AR","Argentina",42.49,19686.6091339069,4.56963523938012,15.3818021040015,91.295,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.55
"60","ARG",2014,"AR","Argentina",42.67,19854.8061210977,NA,15.7051131110941,91.604,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.55
"61","ARM",2002,"AM","Armenia",34.78,3007.21939324672,0.998805808123983,107.03368458026,64.283,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.09
"62","ARM",2003,"AM","Armenia",33.03,3510.31680808151,1.12917350037215,106.653319283456,64.25,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.3
"63","ARM",2004,"AM","Armenia",37.51,3998.14313650458,1.2045669802398,106.286687741482,64.217,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.66
"64","ARM",2005,"AM","Armenia",35.99,4716.24327265172,1.44373095511419,105.898033017211,64.184,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.9
"65","ARM",2006,"AM","Armenia",32.49,5526.09280578227,1.45963690821378,105.449982437654,64.15,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",58.75
"66","ARM",2007,"AM","Armenia",29.83,6483.50464926084,1.69475525891389,104.956691253952,64.117,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",58.58
"67","ARM",2008,"AM","Armenia",30.71,7097.91217336266,1.8686110286656,104.496979276431,63.997,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",59.82
"68","ARM",2009,"AM","Armenia",29.58,6158.30145236576,1.46996097242582,104.183631893221,63.789,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",59.69
"69","ARM",2010,"AM","Armenia",31.07,6376.2682174205,1.42299837759187,104.091886195996,63.58,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",61.05
"70","ARM",2011,"AM","Armenia",31.32,6803.48299708481,1.65683069720052,104.249525816649,63.371,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",60.42
"71","ARM",2012,"AM","Armenia",30.48,7401.85639769464,1.91208959087599,104.613242009132,63.161,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",61.67
"72","ARM",2014,"AM","Armenia",31.48,8099.20832577929,NA,105.590235335441,62.812,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",61.67
"73","ATG",2002,"AG","Antigua and Barbuda",NA,15372.5781886274,4.53621142071723,181.886363636364,31.099,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",46.78
"74","ATG",2003,"AG","Antigua and Barbuda",NA,16426.9243062482,4.80448432710373,183.872727272727,30.465,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",47.28
"75","ATG",2004,"AG","Antigua and Barbuda",NA,17593.8762368924,4.98099561908025,185.722727272727,29.837,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",47.69
"76","ATG",2005,"AG","Antigua and Barbuda",NA,19067.0682963067,4.97431114879186,187.647727272727,29.219,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",47.94
"77","ATG",2006,"AG","Antigua and Barbuda",NA,22040.9136607626,5.0962895515593,189.697727272727,28.607,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.19
"78","ATG",2007,"AG","Antigua and Barbuda",NA,24503.8448722277,5.56152469874522,191.811363636364,28.003,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.46
"79","ATG",2008,"AG","Antigua and Barbuda",NA,24723.1118920226,5.6283186877563,193.977272727273,27.406,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.56
"80","ATG",2009,"AG","Antigua and Barbuda",NA,21671.3757490895,5.90629200463499,196.136363636364,26.819,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.66
"81","ATG",2010,"AG","Antigua and Barbuda",NA,20151.3098656076,6.01126867125973,198.256818181818,26.239,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.75
"82","ATG",2011,"AG","Antigua and Barbuda",NA,19987.9241389288,5.8238043379617,200.345454545455,25.667,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.82
"83","ATG",2012,"AG","Antigua and Barbuda",NA,20956.336421157,5.88735699289315,202.429545454545,25.135,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.89
"84","ATG",2014,"AG","Antigua and Barbuda",NA,22157.5816228727,NA,206.590909090909,24.19,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.89
"85","AUS",2002,"AU","Australia",NA,28685.30613792,17.3704517744283,2.55800997097223,87.541,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",80.53
"86","AUS",2003,"AU","Australia",34.01,29693.4185072851,16.9019589452838,2.58977129245148,87.695,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",80.89
"87","AUS",2004,"AU","Australia",NA,31310.5019545347,17.0265153472381,2.61997058172683,87.849,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.44
"88","AUS",2005,"AU","Australia",NA,32559.4592872484,17.1697114460549,2.65477786600367,88,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.23
"89","AUS",2006,"AU","Australia",NA,34322.9183318446,17.6513983061083,2.69423219608711,88.15,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.2
"90","AUS",2007,"AU","Australia",NA,36563.4682249116,17.8652600395629,2.71111516082423,88.298,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.52
"91","AUS",2008,"AU","Australia",35.63,37479.2891201982,18.1608756564953,2.76599455892116,88.445,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.68
"92","AUS",2009,"AU","Australia",NA,40257.1686174765,18.2001819589981,2.82359449643987,88.59,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.89
"93","AUS",2010,"AU","Australia",34.94,39168.256719609,16.9209536691366,2.86785858401781,88.733,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.2
"94","AUS",2011,"AU","Australia",NA,41763.118511715,16.8626009533383,2.90798641031983,88.875,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.38
"95","AUS",2012,"AU","Australia",NA,42596.2941186879,16.5193857829994,2.95852205719641,89.015,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.4
"96","AUS",2014,"AU","Australia",NA,45937.3000394504,NA,3.05430483058459,89.289,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.4
"97","AUT",2002,"AT","Austria",NA,31261.5516292637,8.27915181929327,97.8682126422863,65.806,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.92
"98","AUT",2003,"AT","Austria",NA,32202.4455590608,8.86834080677733,98.3461249697263,65.812,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.44
"99","AUT",2004,"AT","Austria",29.87,33800.7021063805,8.83637597121672,98.9581738919835,65.818,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.52
"100","AUT",2005,"AT","Austria",28.72,34691.2089614866,9.02016959759373,99.6346451925406,65.824,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.52
"101","AUT",2006,"AT","Austria",29.59,37626.1441765716,8.72729787156076,100.128856866069,65.829,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.71
"102","AUT",2007,"AT","Austria",30.58,39234.3228786562,8.405092793226,100.456380634067,65.835,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",77
"103","AUT",2008,"AT","Austria",30.45,41151.585043147,8.28672332474834,100.771343457095,65.841,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.47
"104","AUT",2009,"AT","Austria",31.5,40620.3921570465,7.55567020478531,101.044228603263,65.847,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.54
"105","AUT",2010,"AT","Austria",30.25,41892.7758492156,8.11059300734486,101.299693559913,65.852,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.9
"106","AUT",2011,"AT","Austria",30.8,44022.3952746168,7.77653815826055,101.650350073891,65.858,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.03
"107","AUT",2012,"AT","Austria",30.48,45858.2468363681,7.38403220122062,102.132190453114,65.864,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.32
"108","AUT",2014,"AT","Austria",NA,47706.4882473346,NA,103.495353261199,65.919,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.32
"109","AZE",2002,"AZ","Azerbaijan",17.36,4393.96719931842,3.62394434620868,98.9124645960929,51.787,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",51.37
"110","AZE",2003,"AZ","Azerbaijan",18.81,4945.90791637216,3.71816992749663,99.6237235638581,51.988,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",52.82
"111","AZE",2004,"AZ","Azerbaijan",16.23,5551.44884183019,3.86322963943899,100.475372556609,52.189,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",54.42
"112","AZE",2005,"AZ","Azerbaijan",16.64,7169.15043103855,4.09180192686952,101.522501814662,52.389,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55
"113","AZE",2006,"AZ","Azerbaijan",NA,9830.16260573868,4.6162998626916,102.672531674674,52.589,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.21
"114","AZE",2007,"AZ","Azerbaijan",NA,12477.3846859443,3.55534009998485,103.853368672016,52.79,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.34
"115","AZE",2008,"AZ","Azerbaijan",31.79,13799.7861400733,4.05138348129721,106.059762547351,52.99,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.7
"116","AZE",2009,"AZ","Azerbaijan",NA,14900.5086642522,3.56566821757272,108.291290455327,53.19,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.57
"117","AZE",2010,"AZ","Azerbaijan",NA,15627.6056198817,3.38822587905988,109.542344173442,53.401,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.67
"118","AZE",2011,"AZ","Azerbaijan",NA,15754.1523626148,3.64617987716669,110.976336228798,53.623,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.38
"119","AZE",2012,"AZ","Azerbaijan",NA,16180.8871503048,3.82487717012357,112.460790244139,53.856,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.47
"120","AZE",2014,"AZ","Azerbaijan",NA,17584.6853479395,NA,115.354395770575,54.355,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.47
"121","BDI",2002,"BI","Burundi",NA,591.494015896095,0.0297050888012963,278.81300623053,8.682,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.63
"122","BDI",2003,"BI","Burundi",NA,576.478186437433,0.0218002044258949,288.209306853583,8.908,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.79
"123","BDI",2004,"BI","Burundi",NA,599.856098599595,0.0258454714431543,298.34941588785,9.139,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.84
"124","BDI",2005,"BI","Burundi",NA,603.265540637776,0.0194113770326055,308.964680685358,9.375,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.87
"125","BDI",2006,"BI","Burundi",33.36,632.647435840208,0.022756802996324,320.018302180685,9.617,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.98
"126","BDI",2007,"BI","Burundi",NA,656.867748897202,0.0219643298822326,331.564563862928,9.864,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.75
"127","BDI",2008,"BI","Burundi",NA,679.061455713683,0.021615102141911,343.527842679128,10.118,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",26.32
"128","BDI",2009,"BI","Burundi",NA,683.468685414746,0.02086763686521,355.832788161994,10.376,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",26.32
"129","BDI",2010,"BI","Burundi",NA,693.470003441916,0.0224800094957075,368.423559190031,10.641,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",26.31
"130","BDI",2011,"BI","Burundi",NA,712.670483388994,0.0247209670208355,381.236409657321,10.912,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.91
"131","BDI",2012,"BI","Burundi",NA,730.033565596062,0.0278884875331026,394.259034267913,11.189,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.78
"132","BDI",2014,"BI","Burundi",NA,772.695122239984,NA,421.217289719626,11.761,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.78
"133","BEL",2002,"BE","Belgium",NA,30767.2997489343,10.3854951012723,341.241248348745,97.239,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",64.53
"134","BEL",2003,"BE","Belgium",NA,31052.3778339369,10.882114174905,342.672820343461,97.292,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",65.08
"135","BEL",2004,"BE","Belgium",30.63,31975.6041802021,10.6612902219787,344.159081902246,97.345,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",64.87
"136","BEL",2005,"BE","Belgium",29.88,33042.8992844792,10.3553929874524,346.057364597094,97.397,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",65.06
"137","BEL",2006,"BE","Belgium",28.26,35071.3754851982,10.1510389973111,348.347357992074,97.448,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",65.33
"138","BEL",2007,"BE","Belgium",29.57,36579.6181999703,9.74477719114976,350.914795244386,97.497,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",65.91
"139","BEL",2008,"BE","Belgium",29,37846.9555911544,9.75198480892529,353.697919418758,97.546,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",66.35
"140","BEL",2009,"BE","Belgium",28.7,37629.442841568,9.28629759682149,356.555250990753,97.594,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",66.55
"141","BEL",2010,"BE","Belgium",28.53,39257.834474162,9.88942935240014,359.827807133421,97.641,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",66.69
