"","country","year","iso2c","Gini","GDPperCapPPP","CO2emissions","PopulationDens","UrbanPop","iso3c","region","capital","longitude","latitude","income","lending","EPI"
"15","Albania",2003,"AL",NA,5182.4903673827,1.4126971959616,110.934890510949,44.573,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",49.22
"16","Albania",2004,"AL",NA,5652.60267276765,1.37621273504355,110.472226277372,45.651,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",51.47
"17","Albania",2005,"AL",30.6,6199.91272686064,1.41249821101668,109.908284671533,46.731,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",51.63
"18","Albania",2006,"AL",NA,7066.72564450283,1.30257636722163,109.21704379562,47.815,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",52.85
"19","Albania",2007,"AL",NA,7658.40857808806,1.32233485532238,108.394781021898,48.902,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",53.15
"20","Albania",2008,"AL",29.98,8769.0943361725,1.48431113888781,107.566204379562,49.991,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",53.92
"21","Albania",2009,"AL",NA,9342.0812456971,1.49560019934969,106.843759124088,51.076,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",54.25
"22","Albania",2010,"AL",NA,9303.93247566951,1.57857358391855,106.314635036496,52.163,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",54.8
"23","Albania",2011,"AL",NA,9640.14459267576,1.80397241787674,106.013868613139,53.247,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",54.47
"24","Albania",2012,"AL",28.96,10361.433216136,1.62472196333623,105.848430656934,54.33,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",54.73
"25","Albania",2014,"AL",NA,11167.0225730627,NA,105.607810218978,56.409,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",54.73
"26","Albania",2016,"AL",NA,NA,NA,NA,NA,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD",74.38
"27","Algeria",2002,"DZ",NA,8911.55337181384,2.84002791213498,13.4315193933847,61.501,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",48.87
"28","Algeria",2003,"DZ",NA,9622.01655161059,2.85641005188288,13.6013527924962,62.284,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",49.27
"29","Algeria",2004,"DZ",NA,10179.0128200641,2.72701713810354,13.7786765138092,63.061,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",49.25
"30","Algeria",2005,"DZ",NA,10975.6986903025,3.22015455926011,13.9678919613392,63.83,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",49.23
"31","Algeria",2006,"DZ",NA,11341.0964378131,2.99754697337974,14.1700303139721,64.593,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",50.08
"32","Algeria",2007,"DZ",NA,11858.6508431211,3.19586459284552,14.3852691729576,65.348,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",49.65
"33","Algeria",2008,"DZ",NA,12186.1646400386,3.16852449102453,14.615809870095,66.097,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",49.57
"34","Algeria",2009,"DZ",NA,12267.0033980711,3.43012895675614,14.8638348434338,66.822,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",49.79
"35","Algeria",2010,"DZ",NA,12637.381339375,3.30716434012848,15.1301817158884,67.526,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",49.89
"36","Algeria",2011,"DZ",NA,13026.191661295,3.30055778866389,15.4160957955108,68.209,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",50.02
"37","Algeria",2012,"DZ",NA,13452.5526105134,3.47194993128501,15.7193593759184,68.87,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",50.08
"38","Algeria",2014,"DZ",NA,14259.0289420825,NA,16.3470126882027,70.129,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",50.08
"39","Algeria",2016,"DZ",NA,NA,NA,NA,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD",70.28
"40","Angola",2002,"AO",NA,2858.89706878855,0.786223278204629,12.9218705382209,33.895,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",26.3
"41","Angola",2003,"AO",NA,2961.96457179672,0.543083666763623,13.3884615384615,34.645,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",26.72
"42","Angola",2004,"AO",NA,3256.65375398279,1.0866048972276,13.8730247854335,35.405,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",27
"43","Angola",2005,"AO",NA,3838.26457174936,1.06941718451386,14.3682858747092,36.169,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",27.33
"44","Angola",2006,"AO",NA,4614.59080935648,1.20087714742312,14.8724368332398,36.942,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",27.76
"45","Angola",2007,"AO",NA,5613.23219621736,1.31109648310951,15.3877492580412,37.722,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",27.85
"46","Angola",2008,"AO",42.72,6298.01243978425,1.29568651258368,15.915818561001,38.509,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",27.56
"47","Angola",2009,"AO",NA,6284.27490492998,1.35438857202617,16.4595355739151,39.299,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",28.18
"48","Angola",2010,"AO",NA,6360.84898012934,1.36933887792594,17.0208983717013,40.097,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",28.62
"49","Angola",2011,"AO",NA,6524.48118084089,1.3827521969442,17.600301596214,40.9,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",28.63
"50","Angola",2012,"AO",NA,6758.27804986574,1.4722550379024,18.1965444774204,41.699,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",28.69
"51","Angola",2014,"AO",NA,7317.83407326534,NA,19.4333231731772,43.274,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",28.69
"52","Angola",2016,"AO",NA,NA,NA,NA,NA,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA",51.32
"53","Antigua and Barbuda",2002,"AG",NA,15372.5781886274,4.53621142071723,181.886363636364,31.099,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",46.78
"54","Antigua and Barbuda",2003,"AG",NA,16426.9243062482,4.80448432710373,183.872727272727,30.465,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",47.28
"55","Antigua and Barbuda",2004,"AG",NA,17593.8762368924,4.98099561908025,185.722727272727,29.837,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",47.69
"56","Antigua and Barbuda",2005,"AG",NA,19067.0682963067,4.97431114879186,187.647727272727,29.219,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",47.94
"57","Antigua and Barbuda",2006,"AG",NA,22040.9136607626,5.0962895515593,189.697727272727,28.607,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.19
"58","Antigua and Barbuda",2007,"AG",NA,24503.8448722277,5.56152469874522,191.811363636364,28.003,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.46
"59","Antigua and Barbuda",2008,"AG",NA,24723.1118920226,5.6283186877563,193.977272727273,27.406,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.56
"60","Antigua and Barbuda",2009,"AG",NA,21671.3757490895,5.90629200463499,196.136363636364,26.819,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.66
"61","Antigua and Barbuda",2010,"AG",NA,20151.3098656076,6.01126867125973,198.256818181818,26.239,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.75
"62","Antigua and Barbuda",2011,"AG",NA,19987.9241389288,5.8238043379617,200.345454545455,25.667,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.82
"63","Antigua and Barbuda",2012,"AG",NA,20956.336421157,5.88735699289315,202.429545454545,25.135,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.89
"64","Antigua and Barbuda",2014,"AG",NA,22157.5816228727,NA,206.590909090909,24.19,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.89
"65","Antigua and Barbuda",2016,"AG",NA,NA,NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",62.55
"66","Argentina",2002,"AR",53.79,10234.0568615494,3.29154139320549,13.8449890195821,89.519,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",46.56
"67","Argentina",2003,"AR",53.54,11235.9923548507,3.52557543531985,13.9984707803953,89.71,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",47.07
"68","Argentina",2004,"AR",50.18,12451.1310990134,4.06904976449296,14.1516861610193,89.899,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",47.21
"69","Argentina",2005,"AR",49.27,13845.2247850478,4.14123649643327,14.3039551428916,90.084,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",47.56
"70","Argentina",2006,"AR",48.26,15271.3549720702,4.43483714728094,14.4549620161582,90.266,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",48.01
"71","Argentina",2007,"AR",47.37,16915.4352355326,4.38270408111824,14.605199346656,90.445,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",48.18
"72","Argentina",2008,"AR",46.27,17770.1775228821,4.68297374117983,14.7557304627123,90.622,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",48.61
"73","Argentina",2009,"AR",45.27,16656.5194492696,4.41097270862527,14.9080242921193,90.795,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",48.82
"74","Argentina",2010,"AR",44.5,18414.0863704533,4.55861174166042,15.063041484421,90.966,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.2
"75","Argentina",2011,"AR",43.57,19742.396097348,4.60043017969054,15.2211671764065,91.133,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.49
"76","Argentina",2012,"AR",42.49,19686.6091339069,4.56963523938012,15.3818021040015,91.295,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.55
"77","Argentina",2014,"AR",42.67,19854.8061210977,NA,15.7051131110941,91.604,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.55
"78","Argentina",2016,"AR",NA,NA,NA,NA,NA,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",79.84
"79","Armenia",2002,"AM",34.78,3007.21939324672,0.998805808123983,107.03368458026,64.283,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.09
"80","Armenia",2003,"AM",33.03,3510.31680808151,1.12917350037215,106.653319283456,64.25,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.3
"81","Armenia",2004,"AM",37.51,3998.14313650458,1.2045669802398,106.286687741482,64.217,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.66
"82","Armenia",2005,"AM",35.99,4716.24327265172,1.44373095511419,105.898033017211,64.184,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.9
"83","Armenia",2006,"AM",32.49,5526.09280578227,1.45963690821378,105.449982437654,64.15,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",58.75
"84","Armenia",2007,"AM",29.83,6483.50464926084,1.69475525891389,104.956691253952,64.117,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",58.58
"85","Armenia",2008,"AM",30.71,7097.91217336266,1.8686110286656,104.496979276431,63.997,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",59.82
"86","Armenia",2009,"AM",29.58,6158.30145236576,1.46996097242582,104.183631893221,63.789,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",59.69
"87","Armenia",2010,"AM",31.07,6376.2682174205,1.42299837759187,104.091886195996,63.58,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",61.05
"88","Armenia",2011,"AM",31.32,6803.48299708481,1.65683069720052,104.249525816649,63.371,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",60.42
"89","Armenia",2012,"AM",30.48,7401.85639769464,1.91208959087599,104.613242009132,63.161,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",61.67
"90","Armenia",2014,"AM",31.48,8099.20832577929,NA,105.590235335441,62.812,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",61.67
"91","Armenia",2016,"AM",NA,NA,NA,NA,NA,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",81.6
"92","Australia",2002,"AU",NA,28685.30613792,17.3704517744283,2.55800997097223,87.541,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",80.53
"93","Australia",2003,"AU",34.01,29693.4185072851,16.9019589452838,2.58977129245148,87.695,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",80.89
"94","Australia",2004,"AU",NA,31310.5019545347,17.0265153472381,2.61997058172683,87.849,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.44
"95","Australia",2005,"AU",NA,32559.4592872484,17.1697114460549,2.65477786600367,88,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.23
"96","Australia",2006,"AU",NA,34322.9183318446,17.6513983061083,2.69423219608711,88.15,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.2
"97","Australia",2007,"AU",NA,36563.4682249116,17.8652600395629,2.71111516082423,88.298,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.52
"98","Australia",2008,"AU",35.63,37479.2891201982,18.1608756564953,2.76599455892116,88.445,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.68
"99","Australia",2009,"AU",NA,40257.1686174765,18.2001819589981,2.82359449643987,88.59,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.89
"100","Australia",2010,"AU",34.94,39168.256719609,16.9209536691366,2.86785858401781,88.733,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.2
"101","Australia",2011,"AU",NA,41763.118511715,16.8626009533383,2.90798641031983,88.875,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.38
"102","Australia",2012,"AU",NA,42596.2941186879,16.5193857829994,2.95852205719641,89.015,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.4
"103","Australia",2014,"AU",NA,45937.3000394504,NA,3.05430483058459,89.289,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.4
"104","Australia",2016,"AU",NA,NA,NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",87.22
"105","Austria",2002,"AT",NA,31261.5516292637,8.27915181929327,97.8682126422863,65.806,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.92
"106","Austria",2003,"AT",NA,32202.4455590608,8.86834080677733,98.3461249697263,65.812,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.44
"107","Austria",2004,"AT",29.87,33800.7021063805,8.83637597121672,98.9581738919835,65.818,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.52
"108","Austria",2005,"AT",28.72,34691.2089614866,9.02016959759373,99.6346451925406,65.824,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.52
"109","Austria",2006,"AT",29.59,37626.1441765716,8.72729787156076,100.128856866069,65.829,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.71
"110","Austria",2007,"AT",30.58,39234.3228786562,8.405092793226,100.456380634067,65.835,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",77
"111","Austria",2008,"AT",30.45,41151.585043147,8.28672332474834,100.771343457095,65.841,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.47
"112","Austria",2009,"AT",31.5,40620.3921570465,7.55567020478531,101.044228603263,65.847,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.54
"113","Austria",2010,"AT",30.25,41892.7758492156,8.11059300734486,101.299693559913,65.852,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.9
"114","Austria",2011,"AT",30.8,44022.3952746168,7.77653815826055,101.650350073891,65.858,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.03
"115","Austria",2012,"AT",30.48,45858.2468363681,7.38403220122062,102.132190453114,65.864,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.32
"116","Austria",2014,"AT",NA,47706.4882473346,NA,103.495353261199,65.919,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.32
"117","Austria",2016,"AT",NA,NA,NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",86.64
"118","Azerbaijan",2002,"AZ",17.36,4393.96719931842,3.62394434620868,98.9124645960929,51.787,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",51.37
"119","Azerbaijan",2003,"AZ",18.81,4945.90791637216,3.71816992749663,99.6237235638581,51.988,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",52.82
"120","Azerbaijan",2004,"AZ",16.23,5551.44884183019,3.86322963943899,100.475372556609,52.189,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",54.42
"121","Azerbaijan",2005,"AZ",16.64,7169.15043103855,4.09180192686952,101.522501814662,52.389,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55
"122","Azerbaijan",2006,"AZ",NA,9830.16260573868,4.6162998626916,102.672531674674,52.589,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.21
"123","Azerbaijan",2007,"AZ",NA,12477.3846859443,3.55534009998485,103.853368672016,52.79,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.34
"124","Azerbaijan",2008,"AZ",31.79,13799.7861400733,4.05138348129721,106.059762547351,52.99,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.7
"125","Azerbaijan",2009,"AZ",NA,14900.5086642522,3.56566821757272,108.291290455327,53.19,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.57
"126","Azerbaijan",2010,"AZ",NA,15627.6056198817,3.38822587905988,109.542344173442,53.401,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.67
"127","Azerbaijan",2011,"AZ",NA,15754.1523626148,3.64617987716669,110.976336228798,53.623,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.38
"128","Azerbaijan",2012,"AZ",NA,16180.8871503048,3.82487717012357,112.460790244139,53.856,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.47
"129","Azerbaijan",2014,"AZ",NA,17584.6853479395,NA,115.354395770575,54.355,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.47
"130","Azerbaijan",2016,"AZ",NA,NA,NA,NA,NA,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",83.78
"131","Bahrain",2002,"BH",NA,36288.4674115159,21.6421070771267,1021.64084507042,88.37,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",54.04
"132","Bahrain",2003,"BH",NA,37374.8955736848,21.6236936954681,1057.77083333333,88.376,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",53.9
"133","Bahrain",2004,"BH",NA,38724.4906070407,21.670994283338,1106.83424657534,88.386,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",53.71
"134","Bahrain",2005,"BH",NA,39770.7608248512,22.1539052425912,1171.64054054054,88.4,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",52.83
"135","Bahrain",2006,"BH",NA,40220.9427436057,20.0147585904882,1271.36216216216,88.419,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",52.68
"136","Bahrain",2007,"BH",NA,40979.8715755273,26.0012907084577,1368.75733333333,88.441,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",52.44
"137","Bahrain",2008,"BH",NA,40843.8460598766,26.5384794631902,1468.12763157895,88.468,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",52.29
"138","Bahrain",2009,"BH",NA,39343.225490129,22.8150695118711,1574.70263157895,88.5,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",51.67
"139","Bahrain",2010,"BH",NA,39423.6512887923,23.1011996172261,1655.27427821522,88.535,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",51.75
"140","Bahrain",2011,"BH",NA,39676.7170222452,22.4847023079385,1702.75619295958,88.575,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",51.83
"141","Bahrain",2012,"BH",NA,40992.5567832413,21.8109970402909,1731.91818181818,88.619,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",51.83
"142","Bahrain",2014,"BH",NA,45666.4894524738,NA,1768.74025974026,88.719,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",51.83
"143","Bahrain",2016,"BH",NA,NA,NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified",70.07
